reviewText,Sentiment,Aspect
"Very handy. And reusable. well, .....now I have to provide more words.... Handy, handy, handy! I just need to remember to use, especially on RENTAL DVDs.",positive,None
This was the first time I have used such a product and was pleased with the results.  Works great for a fast clean before playing,positive,None
I got these to clean dirty DVD and Bluerays that I got from Netflix. Works great. Saves a lot of frustration when a movie stops or skips because of crud on the disk.,positive,None
"I use these to clean every movie I receive from Netflix. I repurchase these wipes every couple of months to clean rented Blu-Ray movies, Wii, and PS3 games. I prefer to see the dirt I'm removing. Make sure you wipe back and forth, away and towards the center of the disc, instead of wiping in circles, as stated in the directions.",positive,None
"I just needed a product to quickly wipe down my rented movies, or used DVDs and CDs I purchase online or at garage sales, etc. So far it appears to work well.  Nice price.",positive,None
Good price but they don't work as good as a mild detergent and warm water.  These still leave fingerprints on the disc.  Good for a quick wipe but not a through cleaning.,positive,None
these wipes did get the job done but the fabric doesn't hold up long but for a quick cleaning its good just to have around when u are on the go...,neutral,None
I have looking around for this item for some time. I had some trouble fined them. It work really good.,positive,None
"At first I thought it was little bit expensive price, but when I get it and use it, it is not, definately worth the money.This CD & DVD wipes really cleans. The wipes is good quality cleaning materials, cleans the dirts and finger prints off the DVDs very well.I definately recommend to give this a try, worth your money, it does the job good. Thanks Amazon!",positive,None
"I had a DVD that kept on not playing every other disc l got from Netflix. It would say the disc was dirty or scratched. I gave any one that didn't play a good clean with these wipes but rearly got any to work. Maybe if you had dusty CD's but l never got any sense that this was ""cleaning"". More of a light polish. Didn't work for me.",negative,None
Did not clean my cds as good as it says. they were still scatched.  would not recommend this products to anyone,negative,None
DVD Fastwipes clean my cd's and dvd's and make them extremely clean it wipes of dust and dirt and does a great job!,positive,None
I have purchased many of these Belkin Velcro Cable ties over the past few years. They are well made and very useful.,positive,None
"I love these things, in fact I use them in my backpack to manage the cables I travel with. Power adapters for tablets, phones, chargers and computers, with all that i carry a bunch of cables. so its nice to have these!",positive,None
"If you have cords that you want to identify or cords that you need to pack away then these are excellent.  I use them on my laptop power cords, headphone cords, etc.",positive,None
My stereo system was a jungle of wires once i used these cable times I tamed that jungle.  I love that I can remove the cables that I no longer need and add new cables without cutting cable ties.,positive,None
These work and look exactly as expected.  Easy to use.  What more can I say about Velcro strips? Evidently I need to say more to meet the minimum word requirement to post this review.,positive,None
This are great. They are high quality. Nothing more to say really except that they work. I use it for all the cables on my computer.,positive,None
"Cable ties works as they are promised to. Was able to organize the cables behind the TV, looks much better. Preferred to use these over the smaller ties, the larger velcro straps allow multiple larger cables to be bundled together.",positive,None
They work as I expected they would without too much extra material left over and here are my last words.,positive,None
"Quick, reusable, and color coded... these velco cable ties are a fast and effective way to cable management.  Easy and reusable, unlike zipties.",positive,None
"i definitely prefer the radio shack ties because you can adjust the tie to the size of the tie to the cable, and the whole strip is velcro so no extra cable hangs off of the bundle.  but these are a little cheaper and work most of the time too.",neutral,None
"Good Product and different colors come in handy for using a certain color for a specific device, they are priced right so like me I bought 5 packs that way I have 5 ties of the same color.",positive,None
"These are OK for wrapping cables behind your desk or something like that, but they do not attach to cables.  If you are putting them on cables that you wrap and unwrap on a regular basis these are not so good.  Seemed to be designed for semi permanent installations, not for daily work",neutral,None
"For no more than they cost, I would recommend these to everyone. Yes the colors are rather primary and boring, but they are dirt cheap and have withstood daily use and abuse.These travel around in my flight case and camera bags all the time and still work great. I'm ordering more as soon as I finish typing this review.  Seriously, stop reading and just buy them already!",positive,None
"These were purchased as an &#34;add on&#34; item and must say that they fit the bill in our house.  We use them as a tie on the cords for equipment that we move around the house.  Easy to wrap and unwrap.  Thanks, Amazon!",positive,None
As someone with far to many computers anything that helps me tame the mess of wires is welcome.  this fit the bill well and I like the tab that makes them easy to remove.,positive,None
"These are great. That the hooks of the velcro only occupy a small strip on the band isn't a big deal. They hold well, they're colorful, and good quality. My strips from eight years ago still work.",positive,None
"I use these every day for keeping cords neat since I have a lot of computer equipment, ipad accessories, power cords, etc.",positive,None
"These little cable ties may not be of the highest quality, but they do work, and you sure get a great deal considering the price.There is only Velcro on part of the strip, so I don't know how long the tie would last if  you were tying and untying it all the time.  What I have found, is that if I just tie something up and leave the cable types alone, these work great.I am happy with them.",positive,None
"I travel with cpap machine and this works great for my hose, power cord and extension cord. Highly recommended, A+++",positive,None
I use these all the time to organize my cables and power cords. They are long enough to do a great job (nlike some that are too short to wrap the entire cable).I recommend them.,positive,None
"This is cool and all, but I was a little upset when I found out I could buy it at the dollar store for about half the price.",positive,None
"I have been using these for a few years as I use Belkin A/V Pure cables a lot. The colored ones are nice, think I will use them to color code cables.",positive,None
A simple little product that is a great help in keeping control cords used on a video jib. I like having them in various colors so as to be able to keep track better of several different cords. These are well made.,positive,None
"I love this things. I use them to keep wires contained and out of the way, and I use them to keep things organized and handy. They can be reused over and over, and the colors help to organize and mark things.",positive,None
They are simple and easy to use.  The eight inch length will wrap around a fairly large bundle.  I bought  them to use on earbud cables and charger cables for which I trim them to about 3 inches in length.,positive,None
"Strong velcro grip, long enough to wrap a bunch of cables together, short enough to still be convenient when just wrapping one.  Good product.",positive,None
I hate having long cords gather up in a pile and look ugly. These ties do the job and make it look more organized.,positive,None
"Performs as expected from any cable tie. I like that it's Velcro and reusable unlike the stiff plastic ties. I used it to clean up the wires under my desk in my tiny cubicle at work, so that I'm not constantly kicking or stepping on wires.",positive,None
Belkin has never let me down.  I had order 2 of these packages and used them all - and am ordering more.  I'm also ordering a longer length version.,positive,None
"It;s so much easier to wrap a long cord and put a velcro tie to hold the cable in a shorter,bundle than having several feet of all the cords.",positive,None
"They were only a buck as an add on item and work as expected. Honestly, it's easier to use a small plastic rubber band if it's a cord you're going to constantly use...",neutral,None
"Boo, hiss, buy the 50 count one in my other review. For some reason these are short and they are not designed to stay on a cable like the other ones I reviewed.",negative,None
I was looking for Velcro ties that had the loop that i could slide the many iPad/iPhone cables i carry through. These ties will keep your cables bundled individually but i would prefer an additional loop or eye for the cable than i would wrap the excess around.,negative,None
"I've been using these allot latley and these work great! Don't tear or come apart and the velcro is enough for office use. NOT recomended for giging musicians or roadies, these are not strong enough for road use but great in the office.",positive,None
"Short, sweet, and colorful. Everything you could want in velcro ties. =]I'm not sure how else to rate these. They're as advertised. For me, it was hard to find short sizes, and they were close enough. The colors are an added bonus. They are high-quality, sturdy, and lock together well.",positive,None
"I love the fact that they work well, don't separate and can hold alot of cords at the same tome.  My husband hates seeing cables all mess - I always have a spare set for him.  All the cables are color coordinated at are place and these are the reason why",positive,None
"This product is very good: high quality, good service, and fast ship. It is sutable with my think before I got it.",positive,None
these work for just about anything that you might need them for.  there are only six in the package so you don't get very many.,positive,None
If you are looking for something to bundle your cords together or if you have mess behind your TV and/or computer I would suggest these to help you get the cords organized.,positive,None
Fine little Velcro ties. The ties lack a tie to the cable (I use them for extension cords). If they had a small slot to double them back through it in order to fasten them to the cable then I would rate 5 stars.,positive,None
theres Belkin Velcro Cable Ties (8 Inch) are excellent.  with the color pattern i am able to label both ends of my cables making it a cinch to locate the one I'm looking for.  all of my cables are bound together with the monster cable management system also sold on amazon,positive,None
Needed some wire wraps (instead of wire ties) to keep my bass guitar amp power cord and equipment cord(s) in place while not in use. I tried some other brands and was more of a &#34;pain&#34; than help. Seen this at Amazon and it couldn't work better. Easy to put on and easy to remove and keeps the cables nicely tied when needed. Get price too even if it is an &#34;Add-On Item&#34;. Thanks : ),positive,None
Don't spend a lot of money.  Buy these easy to use velcro cable tie wraps that allow you to use and reuse over and over again  Comes in multiple color pack (for that color coding you want to do).  Remember these aren't just for cables.  I've used them to hold shelves together for extra support!  These really stay stuck together!  I've chained a few together for a bigger project I needed help together.  A must have in any household.,positive,None
"I carry these in my tool box and found them handy to use, especaily with the different colors to chose.  I have used them to temporarily hold something in place while I am trying to drill it in place.  I have even connected severl together for larger items.",positive,None
"These ties are perfect for managing cords. I like that they are reusable and can color-code your electronics. I use the colors based on sound cords. For example: black/silver for HDMI and red/green/blue for composite.I would recommend getting two packages though, you'll probably need more than you think.",positive,None
"One inch of the eight is the name tag (belkin), another inch is the hook portion of Velcro.  If there is any movement in the cable bundle you wrapped, it all comes undone, (except that 1"" of Valcro) What a waste of money. Buy something else, I am having to.",negative,None
"Great wire ties.  Easy to use, release and reuse. The colors make it easy to identify different cords. Highly recommend.",positive,None
"well, they are velco so they work. they do get lost easily though, kind of wish i had bought a different kind....",neutral,None
"Umm...seriously? $1.63 for these? These cable ties are really good quality, have a nice long strap with a tight velcro to secure them all. Different colors makes it easier (kind of) to keep things organized, but at the very least it adds a bit of color to the jungle of cables you have.",positive,None
I don't have much to compare these to except for the heavy duty version that I use for power cables and extension cords in the garage. These are obviously light duty. Works great for computer and game cables. They are atrong enough to hold my Hdmi switch box strapped to the pole of my computer desk to make it easily accessible.,positive,None
It is Belkin product so it is of high quality.It does the job it was marketed for.I would recommend purchasing the cable ties.,neutral,None
You can never have enough Velcro cable ties.  I use them for everything.  I also have plenty around. Never know when you need one.,positive,None
"green ones for hard drive, red ones for DVD-drive, ... blue cable tie to help with fans and wires.Worth every cent.  Every pc enthusiast should have some sort of advanced cable-tie system in place.",positive,None
These ties are great for something you repeatedly bundle and unbundle like a laptop power cord.  They're slightly expensive per strap but are worth it in my opinion.,positive,None
"You can buy the same thing at the dollar store. Save yourself the five dollars, but if you want color coding, this will work well for quick visual ID.",positive,None
"I'll never understand why re-useable cable ties are so expensive, or so unavailable.  These Belkins are really for permanent stereo or computer installation.  And even for that purpose, I don't care for their design.If you are a musician looking to tie up microphone, speaker or instrument cables, these are not suitable.",negative,None
"Easy to use, I needed them to organize all the cables in my desk, they work but I would rather to get the 6 of them in one single color.",neutral,None
"These are so much better than using zip-ties!n They're easy to see, and - more important - much easier to remove! How many times have you needed to remove a zip-tie and you had to find something sharp, then hope you didn't cut through whatever you had bundled together?! These are great for the job!",positive,None
"Nice for small cable bundling, but not enough Velcro for large bundles.Works great in computer cases for cable dressing.",positive,None
Easy to use velcro fasteners to keep wiring tidy and neat with a belkin labeled pull take to easy undo the fastener. It works.,positive,None
"I use these to hold my kitchen appliance cords.  They work great, I use to use twist ties, which worked, but these are just so much nicer.  The entire strip is velcro and then the one end has the sticky part.  They come in multi colors.",positive,None
"They're little velcro straps.  Not much to say here, they work exactly as you'd think they would and do a great job of keeping cables organized.",positive,None
"If you've got any devices that have cables, this is the best system for keeping the cables controlled.  Whether you're traveling or simply want to gather cables together so they're not hanging or lying all over the place, these &#34;ties&#34; do the job.",positive,None
"those are exceptionally well made. I used &#34;cheapo&#34;-products before but these are really nice quality and come with a sling on one end that allow you to slide it onto a wire, provided the plug on either side is not too large, so it does not fall off when untied.",positive,None
the whole tie Velcro to  it self only at the end of it is there the opposite type of Velcro.,negative,None
This is just a high speed USB cable and is of Belkin's normal good quality.  It does what it is suppose to do and the price is excellent.,positive,None
I had a printer I needed to connect to and this was great for doing that and the price was great for what I needed it for.,positive,None
"I had no idea what this cable was because I found it in my drawer one day, I thought it was the VCR cable and I tried to hook it up to the TV and VCR one day and nothing happened except the reception on my TV went bland and empty.",negative,None
"I had no idea what this cable was because I found it in my drawer one day, I thought it was the VCR cable and I tried to hook it up to the TV and VCR one day and nothing happened except the reception on my TV went bland and empty.",negative,None
You did a great job sending this printer cable to me! I got it really fast too! thank you!,positive,None
"Bought it on sale.  Cheapest I found, no problems.",positive,None
I have been using this cable with my Samsung Laster printer for over 2 years now and couldn't be happier with the no problem performance.Its long enough to be used as a printer cable (which is important) and it works.  What more can you ask for from a usb cable?Much nicer setup than the bulky parallel port setup.,positive,None
"This cord does what it says, dont waste your money on ""top-of-the-line"" cords they sell at best buy or other palces. They all do the same thing!",positive,None
Excellent cable.  Very reliable.  Now if only my operating system is the same way....,positive,None
clean connections and flexible cable. no reason topay 2x or more for any other cable that does justthe same.,positive,None
"There is not much to say! The Belkin USB Cable works and is priced right on Amazon when compared to the ""Big Box"" stores. If you have a need for this item, get it. You can't go wrong.",positive,None
"It works great to run a cable from the computer to the photo printer. The Cable works great, love how long it is.",positive,None
What can I say about belikin?  Belkin makes GREAT products which makes me satisfied with this cable!,positive,None
Please price this Belkin USB Pro Series 2.0 cable at your local office supply store.  I did.  It is over $20.00.  Another amazing Amazon deal. We have three in use.  Stocking up on a couple of extra at $4.95 each with free shipping is a good idea.  Quality printer cables will only increase in the future.  And the hits just keep on coming.,positive,None
These are excellent quality USB cables that will allow you to connect any USB device (printer etc.)to your PC or other USB device.,positive,None
Its always good to have extra USB cables floating around.  2 for home 2 for work and 2 for the laptop/spare.,positive,None
I bought this cable to use with my new printer.  I've had it for about 2 months now and it's working fine.,positive,None
"I've always seen high-quality products from Belkin, and this one is no exception. It is a high-quality USB cable at a great price, by a leading computer accessory company. An extra bonus is the lifetime warranty!",positive,None
"There's no reason at all to buy misc. electronic USB cables anywhere except through Amazon!  Prices at the 'shacks'...'marts'.....and the less'es - usually will cost you more than double for the same electronic items found on Amazon.  So let your motto always be ""Caveat emptor"" i.e., buyer beware!!",positive,None
I really like Belkin products and this cord works great from my pc to the printer and could not ask for it to do more,positive,None
Hooked it up between my printer and my PC and printed about 700 pages with it.  Works fine.  Not as quite as cheep as monoprice but the super saver shipping will make up for that if you're ordering more stuff.,positive,None
"Does the job intended, good value, good quality. Not a bad product for the price.There are better products out there, but not at this price point.",positive,None
It might be a little short but seems to be a fine cord (don't know what else to say),positive,None
"I was looking for a USB2 cable to hook up my all-in-one printer, I found this and I don't regret it, the build quality is excellent, I recommend it.",positive,None
"Considering all the over-priced products on themarket,this cable does the job perfectly and theprice is great.  Thanks Amazon.",positive,None
"This is a reliable brand and does exactly what it is supposed to do.  Great product for the price.  I only needed one, but was tempted to purchase more just because it was a great value.  I would buy again.",positive,None
package was recieved barely 2 days after i orderd it i am extremely happy  would that all packages arrived asPromptly as this one,positive,None
Basically needed a longer cord for my USB hub. The stock cable that came with it was SO short. Didn't want to spend a ton of $$ but still needed something with good connectors and decent speed. This did the job without breaking the bank.Would recommend!,positive,None
Extremely low price at a high quality made. The cost of it is only a small fraction of any cables price at stores.,positive,None
"I'm not sure how this can be advertised as a Belkin product.  The cord that was sent to me is clear with two bright blue LEDs on the ends.  It works, just bring some sunglasses.",negative,None
"When I bought a new printer for the computer I use, I needed a USB cable to connect the printer to the hard drive.  I ended up purchasing this USB cable from Belkin. It works great and I've never had any problems with it. Even though the cable is a 2.0 device, it is apparently backwards compatible and will work with most 1.0 devices, too.",positive,None
"Absolute dependability, no matter the device they connect.",positive,None
Ran a local networked computer on this wire and had no issues whatsoever.Good quality and no speed issues whatsoever.Update 10-24-2010:Still using the wire for networking with zero issues.,positive,None
THe item arrived in a timely matter and works great!,positive,None
"Not much to say since it's just a USB cable.  I ordered it, it arrived, and it works.  I plugged one end into my computer and the other end into my printer and lo & behold I can now print things from my computer, just as you might expect.  It does what it's supposed to do with no problems, so five stars.  Too bad everything can't be that simple.",positive,None
this cable is very good i recommend iti recommend iti recommend iti recommend iti recommend iti recommend iti recommend iti recommend iti recommend iti recommend iti recommend it,positive,None
This makes it much easier to plug and unplug USB devices.  Also allows me to play on my device while it remains plugged in. I measured it to be sure and it is 6 feet and an inch - so they did not short me on the length at all.  I recommend this quality product.,positive,None
It works. I use it to plug portable hard drives into. The through put seems pretty good. It works fine.,positive,None
A good quality cable at a reasonable price.  Works as advertised.,positive,None
"This cable works well and is a good quality product, unlike other cheap cables which sometimes affect the USB transport. I recommend it.",positive,None
great does whats described sorry cant think of anything else to say except I hate that we have to do this in twenty or more words totally excessive,positive,None
"It's an extension. Kind of hard to say more than that. It's a Belkin cable, so it's good quality. The ends have molded strain reliefs. This is a USB 1.1 cable, however, so data transfer speeds will be slower. But if you are using it only to charge something, it won't affect it.",positive,None
"Instead of the pictured Belkin cable, I got a flimsy generic cable.  Total and complete rip off.",negative,None
This simple usb extension cable seems to be very well made.  It has heavy molded connectors and a flexible insulation on the cable.  Extended my tablet charging cable and works just as it is supposed to do.,positive,None
"Great USB cable, durable made very well.I use this cable to add a extra USB port on my desk so I don't have to bend over and plug in flash sticks or other USB devices.",positive,None
"I use a Mac, and everyone knows Mac lovers keep their keyboards.  The one thing is that if you use a Mac keyboard, they have the shortest cord ever.  So I got this and it worked like a charm, giving me that extra distance between my Mac and my keyboard on my desk; keeping the wires off the top of my desk.",positive,None
"I needed an extension for my wired mouse and this extension was the answer, works great, plug in and go!!",positive,None
"With the popularity of flash drives and the inconvient USB connections on most computers (in the back or in the front that requires lying on the floor to make the proper connection), a USB extension makes a lot of sense. This one fills the need splendidly.",positive,None
This is a staple that you must have on hand.  It has so many uses.  It is a good product.,positive,None
"Good cable, no drawbacks, works fine, clamps on firmly, not much to add here",positive,None
"This is the best deal you are going to find for these extention cables, great quality.",positive,None
"It's a cable, what does one say about a product like this. I wanted one and I now have it",neutral,None
A 2 meter USB extension cable for this price from a reputed maker is a surprise. Works well.,positive,None
Ii needed this to expand the reach from my laptop that i have connected to the flat screen to the marble mouse and worked fine. Price was good and product is belkin,positive,None
The cord worked great. I needed a longer cable for my Logitec mouse. The cord fit on there prefectly.,positive,None
I had a 1996 PC that I needed to run.  It booted up and ran the display.  Unfortunately I did not have a 1996 keyboard.  This adapter filled my need.,positive,None
Perfect if you have an older type keyboard plug and need to use a PS-2 type keyboard with it.,positive,None
"Item that arrived was opposite gender from what is pictured, both ends.  In addition, one of the pins was badly bent--something easily fixable, but not in condition to sell.",negative,None
Use with an opposed adapter to monitor a server with an old rack mount terminal. Worked as expected. 5 star because you can fined these.,positive,None
It does what it was supposed to do. It works well for the computer it was bought for. thank you.,positive,None
The package arrived in a timely fashion and in good shape. The adapter is exactly what I wanted and makes the connection I needed.,positive,None
If you want to use your newly purchased 1984 IBM Model M keyboard with a modern computer using a PS/2 interface. :P,positive,None
"Perfect, worked exactly as expected. Needed this to attach my Model M keyboard to a KVM switch. So happy, typing on it now!",positive,None
Affordable and works for us keyboard nerds who love the old style keyboards. I even use this attached to about 2 more adapters and I have no keystroke loss or anything.,positive,None
It is a good cord.  Simply packaged.  Nicely priced.There is not much more to say about a simple cord.,positive,None
"Not really much to tell.  I needed a replacement power cord for a computer (puppies chewed the old one), bought this one from Amazon.com, plugged it in, the computer works.  As Jerry Pournelle has said before about Belkin products, it Just Works.  And the price is right.",positive,None
I needed a replacement cord for my computer and this one works great! Very easy to hook up and at a great price!,positive,None
Not really much to say other than it being exactly as expected. Lost the cord to my TV (moved it around a lot) and this fit perfectly. Cord doesn't get hot at the connections and fits sturdy into the plugs on each end.,positive,None
"Cables either work or they don't. Belkin works great; it's now my brand of choice, and I don't look at any other cable other than an Amazon brand cable.",positive,None
This extension cord is a waste of money and I feel like a tool for ordering it. I should have ordered a cheap one instead. I guess I bought the brand name instead lol FML,positive,None
I just built a new PC when it dawned on me that I didn't have a power cable. I borrowed my printers and bought this one right away. Cheap and it works. What more could you want?,positive,None
"A friend of mine gave me an old computer of hers, but the computer lacked a power cord.  Low and behold, Belkin comes to the rescue.  The power cord was perfect for the old PC, but would be good for a new one as well.  It never hurts to have extras on hand when it comes of cords and cable for ANY computer.Great product from a reliable company.",positive,None
For such a low price it is great! It is true to Belkin quality-low price high quality product; can't be beat,positive,None
"Somehow in my piles of cables and connectors I managed to lose one of these.  I bought this as a replacement for my Thecus n4100pro server but also tried it on my PS3 and Samsung 26"" LCD tv.  It worked fine on all of them.",positive,None
This power cord fit the monitor and the outlet.  What more could I ask for?  Worth the $ if you need one of these.,positive,None
"If its wire, I perfer Belkin. In my opinion its a quality cord. This cord is being used on a monitor and I like the way it lays. It doesn't have a mind of its own. It stays where you put it.",neutral,None
Works great! I plugged it in to my Acer monitor and image is as it should be. No cut outs and good quality.,positive,None
"I needed another power cord because I forgot to bring it with me on a trip, so I ordered one from Amazon and got it in two days (Amazon Prime).This Belkin cord has a higher quality than the one that originally came with my PC, and the price is very reasonable.I recommend it highly.",positive,None
Purchased these for the two hp monitors we picked up at the local goodwill.  Cheaper on amazon than buying at the electronics store and works just fine.,positive,None
High quality material and brand. You can buy this product to replace any cable if you broke the original or if you want to use a diferent male to avoid using an adapter.,positive,None
"This item did not work for both an LED monitor or for my desktop PC.  For the price, i'm just going to throw it away.  Although the plug has the right shape, it fits loosly in the socket of the device.",negative,None
"Good quality, Its sort of hard to write allot about a cable but I would buy this one again.Thanks JP",positive,None
"Works just like any power cord should, no issues at all, bought as a replacement for one that was ran over with a sweeper.",positive,None
"Does what it says, says what it does. You'd have to work to screw up a power cord IMO though...",positive,None
I needed this cord to supply a desktop with AC voltage. It works perfectly. I have no complaints with it.,positive,None
"Works like it should, and cheap as well. Worth it in my opinion, and I definitely recommend it if you need a power cord.",positive,None
"I don't know what else to say about this product, but it's exactly what I expected and works for me. I'm glad I could find one at this price. Any electronic store would sell this for $18",positive,None
"Good snug fit on both ends. No overheating of cord with my computer hard drive and screen...works perfectly. Good sized cord, which is average for 6 foot cord length. (Had lost my 2 previous cords). Belkin makes a good product.",positive,None
This is the power cable I needed to use with my Desktop PC and it worked wonderfully. The fit on both ends was snug and secure. I didn't experience any loose connections that others have mentioned at all. It plugged into my power supply with just the right amount of force and it will never detach itself unintentionally. PC powered up immediately on first try - which really doesn't need to be said...The bonus - it's really cheap!,positive,None
"Looks nice, considering it's a cable. It works well too. My only issue is that I find it a bit short, It is the correct size but for my preferences 6 feet isn't that big for cables in general. Regardless, did it's job well. I am satisfied with it. Bought 2",positive,None
"Had enough to make it possible to get this well-priced cord. Very happy with it; Belkin makes a good line of products, at least so far as I've found.",positive,None
Well known make to me always rated. Used a few times and no issues yet. Hopefully will last a number of years.,positive,None
This is what I used to replace my monitor power cable that I also lost.  This way I was able to turn on my monitor.,positive,None
"Belkin is a good brand, so I did not hesitate in purchasing this power cord. Anyway, there is not much science in a power cord. This one fit perfectly.",positive,None
This is one of those products that either works or it does.  In my case it worked.  I used it to power a CRT monitor.,positive,None
Product came in Belkin packaging and was the same quality as power cords that come with computers and printers.  Worked perfectly with my LCD TV.,positive,None
"It works, it's long, it's tough, it's high quality material, my chiwawa is not going to be chewing through this. If your looking for a power cord that just does its job, then get this one. You can't find a better AC Adapter Power Cord.",positive,None
This is a basic pc cable it works on most computers and monitors and some printers. This is way cheaper here than in Walmart or another store so if you can wait for it in the mail do it will save you some extra $$$,positive,None
I needed a power cord for a Cisco switch I bought recently. This cord was cheap and got the job done. I'll be buying another one if I ever need it. I used to have a ton of these lying around and got rid of them. Isn't that the way it always is? :),positive,None
"This thing is more then up to the task. This is as good as the cord that come with any computer, printer, or TV. It's a great replacement part for a good price.",positive,None
I recently acquired an old desktop from a friend that didn't come with a power cord. This arrived quickly and works well (at least for the week or so that I have been using it). I don't foresee any problems.,positive,None
"Nothing special here, we needed a few spare power cables for some PC's and Monitors that went missing and these fit the bill perfectly.  No issues, cheap, and work great for various 23&#34; LCD's and XPS 8700 Dell systems.",positive,None
"Exactly what I needed to get my LCD monitor working again. For buyers, this is interchangeable with many desktop computers and other monitors, so buy it with confidence.",positive,None
"We bought a couple of these to replace our cords to our monitors because we had European cords...anyways, these are just as good quality as the originals and dirt cheap here on Amazon, so it was a no brainer. Perfect.",positive,None
bought it to use as an extender but it wasnt for that and even so I kept it because it will be used for something,neutral,None
This cord is amazing. It feels great and fits into most monitors. It is also made by Belkin which means a lifetime warranty and quality product. And its cheap!,positive,None
Extension Cord was needed to make my Computer monitor stretch farther to my Desktop unit. Fast shipping and works great. No problems after 6 months.,positive,None
"These work great when chaining lighting and speakers. I found these in red, blue, and yellow on Amazon, they are different colors and legnths. I wish they made 10-15ft in colors. That would be great. Having the color allows you to know how long you're grabbing!",positive,None
Simple need and this product delivered.  Great quality too and very heavy duty.  Connections are solid with no worry of accidental disconnect.,positive,None
Some Belkin branded products are overpriced imho but this Cable in particular is a steal.Hard to find in stores and if you do find it expect to pay 2-3 times the price.,positive,None
Choose this product from a reputable mfg. to try and extend my computer reach before making a permanent installation in my home.,positive,None
"It's an ethernet cable.  It's fifty feet long.  It works.Need more?  Well, I like that the plastic molding at the connectors doesn't slide down the cable.Still need more?  Buy it if you need it.",positive,None
"It is an ethernet cable. What is there to be said? It is cheap, and it works fine.",positive,None
It fits. It works. It was priced right. I bought it. What more can I say about it? Still need 2 more words... sheesh...,positive,None
"Great value if you just need a regular 50 ft. ethernet cable, and you don't care about the color, etc.",positive,None
"I saw the same exact cable at best-rip off (oh I mean bestbuy) and it was 40 bucks more.  Buy here, be confident, the wire is just as quality than the one you'll get at best buy.  Im am extremely happy with this deal. I paid 12 bucks for a 40+ cable, doesnt get better than that.",positive,None
This is a great buy if you need to run the wire from one room to another.  The brand is good and the quality is there.,positive,None
"Cable was delivered promptly, product was as described.  Used it to connect a second computer to a router ... connections worked with no problems.  Connector ends appear to be sturdy  enough that I have no concerns about connecting and disconnecting this cable over time.  Considering the price, this is a good value.",positive,None
What can I say?? It was a great price on a 50 ft network cable and it works great!! Will buy again if needed.,positive,None
The cable is of good quality and had worked without problem.  The terminations are easy to plug in and remove.  There have been no performance issues with this cable.,positive,None
I received this item in record time I dont know How these guys do the item for such a low price. Why buy unknown makes names when you can get the real thing for less. Thank you and I will surely buy again and reccomend. Wish you every success.John,positive,None
"I have the tools needed to make my own Ethernet patch cables, but for $12, I opted to just buy this 50' cable and be done with it. The cable is high quality and the connectors are strong and molded in. So for less than 25 cents a foot, I have just what I needed.",positive,None
After receiving this cable I immediately plugged it into my router and my 360 and was up and running. Just what we neede for Xbox Live. Seems to be a high quality cable.,positive,None
"It's a cable, what does one say about a product like this. I wanted one and I now have it.",positive,None
"I have an old PC in the basement that runs as a file server; instead of buying a wireless card, I picked up this cable and ran it from my router up into the rafters and down into the front half of the basement - with cable to spare. It does just what it claims to do - gives you 50 feet of CAT 5e cabling glory. :)",positive,None
"This cable performed perfectly.  The data transmission speeds were every bit as fast as I had hoped, and the cable was not bothered by being in direct sunlight.",positive,None
"Its a 50' ethernet cable that I got for so low a price it bugged me for a bit... I got over it. This cable is well made and works as described.Now the SELLER, on the hand, was incredible! I got the item in three days brand new.",positive,None
There's nothing to it...The belkin network cable worked well right out the box. Its solid construction produces good signal conduction. So far I have used it to download firmware to my BD player. Great product. Worth every penny.,positive,None
The cable connected my computer with the blue ray dvd player to give me access to Netflix.  It worked flawlessly.,positive,None
"Don't go to Best Buy and pay that 200% mark-up. These cables are just as good, if not better. You won't be disappointed by the quality, and the length available here for a fraction of the retail price makes them a bargain.Frankly, the big box stores should be ashamed that they mark up items like this so much. The real quality and bargains are found online, with items like this one.",positive,None
I needed to connect a blu ray play to a wireless across the room. 50ft belkin cable worked out great for this task and now i get all my BD live stuff.,positive,None
I set this up and have been using it for a while now. Excellent quality and was able to run it throught the floor boards to my PS3 for a faster network connection.,positive,None
"A regular long ethernet cord that shows no signs of wear. However, it does not catch in ethernet slots (it sometimes slips out).",positive,None
"Belkin A3L791-S 50-Foot RJ45 CAT 5e Snagless Molded Patch Cable worked great for my computer, without any problems. We have a wireless Internet/connection in the house now, but I keep Belkin A3L791-S 50-Foot 5e Snagless Molded Patch Cable...",positive,None
What can one say about an ethernet cable? This is well made and works properly when plugged in. Reasonable value and I will order Belkin cables again,positive,None
"Rarely do you find such a good deal on such a typically overpriced commodity. Why should a simple cable that's used by billions of people be so unreasonably expense usually? Well, the answer is because they can get away from it. In this case I felt like I paid what I should pay. Good price and the product was everything I needed. Shippiing was pretty darned fast too. Recommended",positive,None
"THIS BELKIN QUALITY CAT5 IS WELL WORTH THE SUPER ALMOST REDICULOUS LOW PRICE.IF YOUR WIRED AND NEED LENGTH,THIS IS THE PRODUCT FOR YOU.EAT CROW RADIO SHACK!",positive,None
Not much to say- works as needed; cheap.Will buy again if need. Recommend.,positive,None
"I just needed it to work (connecting PS3 and router), and it does, 5 stars.",positive,None
